FID,Shape,DPTO_CCDGO,MPIO_CCDGO,MUNICIPIO,DEPARTAMENTO,PK,CODIGO_DANE,Region,CODIGO_PRO,PROVINCIA,RURALIDAD,Capital,Población,Área_No_Municipalizada,Instrumento,Categoria_Municipal,Nivel_Desempeño_Fiscal,PDET,ZOMAC,IRV,INFORMALIDAD,Año,Cod_precio,irradiado_rango_prec,rango_prec,irradiado,Codigo_D1,Isocrona_25k_DPTO,Isocrona_25K_MPIO,Isocrona_25K_TIEMPO,Isocrona_25K_HORA,Isocrona_25K_DIST,Isocrona_CAPIT_DPTO,Isocrona_CAPI_MPIO,Isocrona_CAPI_TIEMPO,Isocrona_CAPI_HORA,Isocrona_CAPI_DIST,Tamaño_Predial_Area,Tamaño_predial_AREA_HA,Tamaño_predial_numero,Tamaño_Predial_numero_(ha),GRUPO_UFH,AREA_UFH,Uso_agrope,Observacio,VCRT_valor_medio
499,Polygon,13,248,EL GUAMO,BOLIVAR,13248,13248,Caribe,1306,MONTES DE MARIA,Rural,-,9404,-,1. EOT,SEIS,G1_ALTO,PDET Montes de María, ZOMAC,Bajo,0.62973,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13248.0,Bolívar,SAN JUAN NEPOMUCENO,0.874397,A1. Menos 1 hora,19.540916,Bolívar,CARTAGENA DE INDIAS,1.913233,A2. Mayor que 1 y menor que 2 horas,86.187424,Mediana propiedad,3024.291115432377,Mediana propiedad,85.0,1,2116.15847,SI,Agropecuario,
500,Polygon,13,268,EL PEÑON,BOLIVAR,13268,13268,Caribe,1303,LOBA,Rural,-,8060,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.571651,2023,2.2.1,Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,0,13268.0,Magdalena,EL BANCO,1.385535,A2. Mayor que 1 y menor que 2 horas,7.052691,Cesar,VALLEDUPAR,5.721174,A6. Mayor que 5 y menor que 6 horas,248.062273,Pequeña propiedad,750.8113445005412,Pequeña propiedad,209.0,3,1439.592878,SI,Agropecuario,
1104,Polygon,13,300,HATILLO DE LOBA,BOLIVAR,13300,13300,Caribe,1301,DEPRESION MOMPOSINA,Rural,-,13176,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.664786,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13300.0,Magdalena,EL BANCO,0.820319,A1. Menos 1 hora,23.5664,Sucre,SINCELEJO,4.635653,A5. Mayor que 4 y menor que 5 horas,223.675058,Pequeña propiedad,932.6863219462186,Pequeña propiedad,186.0,2,1517.287011,SI,Agropecuario,
1106,Polygon,13,430,MAGANGUE,BOLIVAR,13430,13430,Caribe,1305,MOJANA BOLIVARENSE,Intermedio,-,145035,-,3. POT,CINCO,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.474376,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,13430.0,Bolívar,MAGANGUÉ,0.0,A1. Menos 1 hora,0.0,Sucre,SINCELEJO,2.104076,A3. Mayor que 2 y menor que 3 horas,95.091587,Mediana propiedad,4385.053619716814,Pequeña propiedad,266.0,2,6112.907536,SI,Agropecuario,
501,Polygon,13,433,MAHATES,BOLIVAR,13433,13433,Caribe,1302,DIQUE BOLIVARENSE,Intermedio,-,30104,-,2. PBOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.73911,2023,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,13433.0,Bolívar,ARJONA,0.888686,A1. Menos 1 hora,36.191883,Bolívar,CARTAGENA DE INDIAS,1.318151,A2. Mayor que 1 y menor que 2 horas,61.203867,Mediana propiedad,3282.224495227153,Pequeña propiedad,503.0,1,6328.828385,SI,Agropecuario,
502,Polygon,13,440,MARGARITA,BOLIVAR,13440,13440,Caribe,1301,DEPRESION MOMPOSINA,Rural disperso,-,11710,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.827109,2023,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,13440.0,Magdalena,EL BANCO,0.899527,A1. Menos 1 hora,45.625693,Sucre,SINCELEJO,3.633537,A4. Mayor que 3 y menor que 4 horas,179.843478,Pequeña propiedad,1795.83487125398,Pequeña propiedad,623.0,2,2731.32336,SI,Agropecuario,
503,Polygon,13,442,MARIA LA BAJA,BOLIVAR,13442,13442,Caribe,1306,MONTES DE MARIA,Intermedio,-,50463,-,2. PBOT,SEIS,G2_MEDIO_ALTO,PDET Montes de María, ZOMAC,Medio Bajo,0.822032,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,13442.0,Bolívar,ARJONA,1.023042,A2. Mayor que 1 y menor que 2 horas,44.758788,Bolívar,CARTAGENA DE INDIAS,1.452508,A2. Mayor que 1 y menor que 2 horas,69.770772,Pequeña propiedad,1782.348190550055,Pequeña propiedad,616.0,1,2834.61102,SI,Agropecuario,
504,Polygon,13,458,MONTECRISTO,BOLIVAR,13458,13458,Caribe,1305,MOJANA BOLIVARENSE,Rural,-,18243,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio Alto,0.981982,2023,2.1.3,Mayor que 3 - hasta 5,Mayor que 3 - hasta 5,0,13458.0,Sucre,SAN MARCOS,3.389064,A4. Mayor que 3 y menor que 4 horas,132.727835,Córdoba,MONTERÍA,6.201051,A7. Mayor que 6 y menor que 7 horas,258.473333,"Gran propiedad, latifundios",11023.95416144887,Mediana propiedad,15.0,4,6569.75594,SI,Agropecuario,
505,Polygon,13,468,MOMPOS,BOLIVAR,13468,13468,Caribe,1301,DEPRESION MOMPOSINA,Intermedio,-,48385,-,2. PBOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.708129,2023,3.3.2,Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,0,13468.0,Bolívar,MAGANGUÉ,1.176064,A2. Mayor que 1 y menor que 2 horas,61.236962,Sucre,SINCELEJO,3.150245,A4. Mayor que 3 y menor que 4 horas,153.114336,Mediana propiedad,2149.974616188027,Pequeña propiedad,630.0,2,2331.871187,SI,Agropecuario,
506,Polygon,13,473,MORALES,BOLIVAR,13473,13473,Caribe,1304,MAGDALENA MEDIO BOLIVARENSE,Rural disperso,-,24596,-,1. EOT,SEIS,G4_MEDIO_BAJO,PDET Sur de Bolívar, ZOMAC,Medio Alto,0.384191,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13473.0,Cesar,AGUACHICA,2.023896,A3. Mayor que 2 y menor que 3 horas,37.880613,Santander,BUCARAMANGA,6.057118,A7. Mayor que 6 y menor que 7 horas,206.619213,Mediana propiedad,10083.36780001989,Mediana propiedad,361.0,2,7078.00813,SI,Agropecuario,
507,Polygon,13,549,PINILLOS,BOLIVAR,13549,13549,Caribe,1305,MOJANA BOLIVARENSE,Rural disperso,-,26467,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.865849,2023,2.2.1,Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,0,13549.0,Bolívar,MAGANGUÉ,4.568231,A5. Mayor que 4 y menor que 5 horas,74.967828,Sucre,SINCELEJO,6.542412,A7. Mayor que 6 y menor que 7 horas,166.845202,Pequeña propiedad,2468.101926945676,Pequeña propiedad,801.0,2,3623.989691,SI,Agropecuario,
508,Polygon,13,580,REGIDOR,BOLIVAR,13580,13580,Caribe,1303,LOBA,Intermedio,-,7502,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.432642,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13580.0,Cesar,AGUACHICA,1.688565,A2. Mayor que 1 y menor que 2 horas,62.57767,Santander,BUCARAMANGA,5.706358,A6. Mayor que 5 y menor que 6 horas,230.974848,"Gran propiedad, latifundios",2493.653418637685,Mediana propiedad,13.0,3,1701.685793,SI,Agropecuario,
509,Polygon,13,600,RIO VIEJO,BOLIVAR,13600,13600,Caribe,1303,LOBA,Rural,-,11436,-,1. EOT,SEIS,G3_MEDIO,No PDET, ZOMAC,Medio Bajo,0.566802,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13600.0,Cesar,AGUACHICA,2.002044,A3. Mayor que 2 y menor que 3 horas,74.407316,Santander,BUCARAMANGA,6.019837,A7. Mayor que 6 y menor que 7 horas,242.804495,"Gran propiedad, latifundios",10278.70524403354,Pequeña propiedad,208.0,3,13247.092601,SI,Agropecuario,
510,Polygon,13,620,SAN CRISTOBAL,BOLIVAR,13620,13620,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,-,8676,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.336315,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,13620.0,Bolívar,ARJONA,1.206893,A2. Mayor que 1 y menor que 2 horas,43.860007,Bolívar,CARTAGENA DE INDIAS,1.688795,A2. Mayor que 1 y menor que 2 horas,62.909755,Pequeña propiedad,131.5098563691086,Pequeña propiedad,41.0,3,74.81756,SI,Agropecuario,
511,Polygon,13,647,SAN ESTANISLAO,BOLIVAR,13647,13647,Caribe,1302,DIQUE BOLIVARENSE,Intermedio,-,19816,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.123646,2023,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,13647.0,Bolívar,ARJONA,0.898265,A1. Menos 1 hora,32.371782,Bolívar,CARTAGENA DE INDIAS,1.36749,A2. Mayor que 1 y menor que 2 horas,50.938687,Mediana propiedad,1017.391359990993,Pequeña propiedad,51.0,3,838.028341,SI,Agropecuario,
1105,Polygon,13,650,SAN FERNANDO,BOLIVAR,13650,13650,Caribe,1301,DEPRESION MOMPOSINA,Rural disperso,-,13725,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.778674,2023,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,13650.0,Magdalena,EL BANCO,1.091856,A2. Mayor que 1 y menor que 2 horas,56.823968,Sucre,SINCELEJO,3.426563,A4. Mayor que 3 y menor que 4 horas,168.445202,Pequeña propiedad,741.782125204378,Pequeña propiedad,269.0,2,830.811928,SI,Agropecuario,
512,Polygon,13,654,SAN JACINTO,BOLIVAR,13654,13654,Caribe,1306,MONTES DE MARIA,Rural,-,25702,-,1. EOT,SEIS,G2_MEDIO_ALTO,PDET Montes de María, ZOMAC,Medio,0.636238,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,13654.0,Bolívar,SAN JUAN NEPOMUCENO,0.379087,A1. Menos 1 hora,16.436753,Sucre,SINCELEJO,1.939724,A2. Mayor que 1 y menor que 2 horas,87.421739,Mediana propiedad,1715.291980545835,Pequeña propiedad,132.0,2,2162.243588,SI,Agropecuario,
513,Polygon,13,655,SAN JACINTO DEL CAUCA,BOLIVAR,13655,13655,Caribe,1305,MOJANA BOLIVARENSE,Rural disperso,-,11024,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.750958,2023,3.1.1,Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,0,13655.0,Sucre,SAN MARCOS,2.605889,A3. Mayor que 2 y menor que 3 horas,88.073211,Córdoba,MONTERÍA,4.863052,A5. Mayor que 4 y menor que 5 horas,211.920642,Mediana propiedad,11601.93241536915,Pequeña propiedad,565.0,3,11481.794936,SI,Agropecuario,
514,Polygon,13,657,SAN JUAN NEPOMUCENO,BOLIVAR,13657,13657,Caribe,1306,MONTES DE MARIA,Intermedio,-,40020,-,2. PBOT,SEIS,G4_MEDIO_BAJO,PDET Montes de María, ZOMAC,Medio Bajo,0.597214,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,13657.0,Bolívar,SAN JUAN NEPOMUCENO,0.0,A1. Menos 1 hora,0.0,Bolívar,CARTAGENA DE INDIAS,1.964854,A2. Mayor que 1 y menor que 2 horas,85.766104,Mediana propiedad,2171.560039161044,Pequeña propiedad,93.0,2,1269.073514,SI,Agropecuario,
515,Polygon,13,667,SAN MARTIN DE LOBA,BOLIVAR,13667,13667,Caribe,1303,LOBA,Rural,-,15943,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.797403,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13667.0,Magdalena,EL BANCO,1.28217,A2. Mayor que 1 y menor que 2 horas,38.978889,Sucre,SINCELEJO,4.932823,A5. Mayor que 4 y menor que 5 horas,230.693434,Mediana propiedad,103.1438848770261,Pequeña propiedad,11.0,2,164.758991,SI,Agropecuario,
516,Polygon,13,670,SAN PABLO,BOLIVAR,13670,13670,Caribe,1304,MAGDALENA MEDIO BOLIVARENSE,Intermedio,-,29547,-,1. EOT,SEIS,G3_MEDIO,PDET Sur de Bolívar, ZOMAC,Alto,0.605893,2023,2.2.1,Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,0,13670.0,Santander,BARRANCABERMEJA,2.335988,A3. Mayor que 2 y menor que 3 horas,71.755339,Santander,BUCARAMANGA,4.759388,A5. Mayor que 4 y menor que 5 horas,159.297684,Mediana propiedad,26692.58020022975,Mediana propiedad,444.0,3,34633.454074,SI,Agropecuario,
517,Polygon,13,673,SANTA CATALINA,BOLIVAR,13673,13673,Caribe,1302,DIQUE BOLIVARENSE,Intermedio,-,15889,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.788114,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,13673.0,Bolívar,TURBACO,0.907666,A1. Menos 1 hora,43.973001,Bolívar,CARTAGENA DE INDIAS,0.925852,A1. Menos 1 hora,43.855844,Mediana propiedad,2792.430827721018,Pequeña propiedad,166.0,2,2754.609915,SI,Agropecuario,
518,Polygon,13,683,SANTA ROSA,BOLIVAR,13683,13683,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,-,22736,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio Alto,0.845953,2023,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,13683.0,Bolívar,TURBACO,0.497693,A1. Menos 1 hora,22.420815,Bolívar,CARTAGENA DE INDIAS,0.515879,A1. Menos 1 hora,22.303658,Mediana propiedad,400.8632293044145,Pequeña propiedad,57.0,3,555.890042,SI,Agropecuario,
519,Polygon,13,688,SANTA ROSA DEL SUR,BOLIVAR,13688,13688,Caribe,1304,MAGDALENA MEDIO BOLIVARENSE,Rural,-,35854,-,2. PBOT,SEIS,G2_MEDIO_ALTO,PDET Sur de Bolívar, ZOMAC,Medio Alto,0.638636,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13688.0,Santander,BARRANCABERMEJA,4.57171,A5. Mayor que 4 y menor que 5 horas,152.013117,Santander,BUCARAMANGA,6.99511,A7. Mayor que 6 y menor que 7 horas,239.555462,Mediana propiedad,871.5117878479693,Pequeña propiedad,140.0,3,687.507803,SI,Agropecuario,
520,Polygon,13,744,SIMITI,BOLIVAR,13744,13744,Caribe,1304,MAGDALENA MEDIO BOLIVARENSE,Rural,-,19902,-,1. EOT,SEIS,G5_BAJO,PDET Sur de Bolívar, ZOMAC,Medio Alto,0.598372,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13744.0,Santander,BARRANCABERMEJA,4.140677,A5. Mayor que 4 y menor que 5 horas,139.676364,Santander,BUCARAMANGA,6.564077,A7. Mayor que 6 y menor que 7 horas,227.218708,Mediana propiedad,18001.77393340226,Mediana propiedad,380.0,3,18230.009688,SI,Agropecuario,
521,Polygon,13,760,SOPLAVIENTO,BOLIVAR,13760,13760,Caribe,1302,DIQUE BOLIVARENSE,Intermedio,-,11585,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.787611,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,13760.0,Bolívar,ARJONA,0.954453,A1. Menos 1 hora,34.244574,Bolívar,CARTAGENA DE INDIAS,1.436355,A2. Mayor que 1 y menor que 2 horas,53.294322,Pequeña propiedad,186.5842641602551,Pequeña propiedad,34.0,3,190.774194,SI,Agropecuario,
522,Polygon,13,780,TALAIGUA NUEVO,BOLIVAR,13780,13780,Caribe,1301,DEPRESION MOMPOSINA,Rural,-,13906,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.606811,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13780.0,Bolívar,MAGANGUÉ,0.686681,A1. Menos 1 hora,35.229141,Sucre,SINCELEJO,2.660862,A3. Mayor que 2 y menor que 3 horas,127.106515,Pequeña propiedad,1421.727558178785,Pequeña propiedad,379.0,3,747.702293,SI,Agropecuario,
523,Polygon,13,810,TIQUISIO,BOLIVAR,13810,13810,Caribe,1305,MOJANA BOLIVARENSE,Rural disperso,-,19500,-,1. EOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio Alto,0.790045,2023,2.2.1,Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,0,13810.0,Magdalena,EL BANCO,3.03972,A4. Mayor que 3 y menor que 4 horas,106.17443,Sucre,SINCELEJO,6.690374,A7. Mayor que 6 y menor que 7 horas,297.888975,Mediana propiedad,1181.801760551046,Mediana propiedad,37.0,2,594.333826,SI,Agropecuario,
524,Polygon,13,836,TURBACO,BOLIVAR,13836,13836,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,-,114716,-,3. POT,CINCO,G5_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.403821,2023,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,13836.0,Bolívar,TURBACO,0.0,A1. Menos 1 hora,0.0,Bolívar,CARTAGENA DE INDIAS,0.35683,A1. Menos 1 hora,12.992388,Mediana propiedad,1943.649570103705,Pequeña propiedad,605.0,3,2810.053834,SI,Agropecuario,
525,Polygon,13,838,TURBANA,BOLIVAR,13838,13838,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,-,17776,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.332625,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,13838.0,Bolívar,TURBACO,0.402333,A1. Menos 1 hora,8.798276,Bolívar,CARTAGENA DE INDIAS,0.593922,A1. Menos 1 hora,24.020815,Mediana propiedad,2750.54763997004,Mediana propiedad,60.0,2,2876.1885,SI,Agropecuario,
526,Polygon,13,873,VILLANUEVA,BOLIVAR,13873,13873,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,-,25795,-,1. EOT,SEIS,C_CIUDADES,No PDET,NO ZOMAC,Medio Bajo,0.526786,2023,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,13873.0,Bolívar,TURBACO,0.828872,A1. Menos 1 hora,34.960512,Bolívar,CARTAGENA DE INDIAS,0.847058,A1. Menos 1 hora,34.843355,Mediana propiedad,444.7493915494457,Pequeña propiedad,123.0,2,513.817651,SI,Agropecuario,
527,Polygon,13,894,ZAMBRANO,BOLIVAR,13894,13894,Caribe,1306,MONTES DE MARIA,Rural,-,12795,-,1. EOT,SEIS,G2_MEDIO_ALTO,PDET Montes de María, ZOMAC,Medio,0.483709,2023,3.1.1,Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,0,13894.0,Magdalena,PLATO,0.298245,A1. Menos 1 hora,10.156854,Sucre,SINCELEJO,2.370974,A3. Mayor que 2 y menor que 3 horas,110.004076,"Gran propiedad, latifundios",1851.751936071104,"Gran propiedad, latifundios",9.0,2,1072.96216,SI,Agropecuario,
633,Polygon,15,1,TUNJA,BOYACA,15001,15001,Andina,1501,CENTRO,Ciudades y aglomeraciones,si,185469,-,3. POT,UNO,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.564058,-,-,Irradiado_Mayor que 180 - hasta 200,Mayor que 180 - hasta 200,1,15001.0,Boyacá,TUNJA,0.0,A1. Menos 1 hora,0.0,Boyacá,TUNJA,0.0,A1. Menos 1 hora,0.0,Pequeña propiedad,6605.6283558076975,Pequeña propiedad,3871.0,3,5500.827885,SI,-,
634,Polygon,15,22,ALMEIDA,BOYACA,15022,15022,Andina,1509,ORIENTE,Rural disperso,-,2030,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.70216,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,15022.0,Cundinamarca,TOCANCIPÁ,2.629908,A3. Mayor que 2 y menor que 3 horas,86.561941,Cundinamarca,BOGOTÁ,3.576883,A4. Mayor que 3 y menor que 4 horas,135.982251,Pequeña propiedad,4407.420134500774,Pequeña propiedad,1813.0,3,4021.406541,SI,-,
635,Polygon,15,47,AQUITANIA,BOYACA,15047,15047,Andina,1511,SUGAMUXI,Rural,-,16319,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.892185,2021,5.2.2,Mayor que 200 - hasta 250,Mayor que 200 - hasta 250,0,15047.0,Boyacá,SOGAMOSO,1.107994,A2. Mayor que 1 y menor que 2 horas,30.529141,Boyacá,TUNJA,2.646918,A3. Mayor que 2 y menor que 3 horas,100.375649,Pequeña propiedad,289.8213828568249,Pequeña propiedad,563.0,4,230.658684,SI,Agropecuario,
636,Polygon,15,51,ARCABUCO,BOYACA,15051,15051,Andina,1510,RICAURTE,Rural,-,6265,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.526896,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,15051.0,Boyacá,TUNJA,1.003851,A2. Mayor que 1 y menor que 2 horas,34.346299,Boyacá,TUNJA,0.98612,A1. Menos 1 hora,33.946299,Pequeña propiedad,7088.003142459293,Pequeña propiedad,2444.0,3,3965.709336,SI,-,
637,Polygon,15,87,BELEN,BOYACA,15087,15087,Andina,1512,TUNDAMA,Rural,-,7914,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.670475,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,15087.0,Boyacá,DUITAMA,0.712556,A1. Menos 1 hora,26.063456,Boyacá,TUNJA,1.906517,A2. Mayor que 1 y menor que 2 horas,81.273211,Pequeña propiedad,8567.676345515329,Pequeña propiedad,4760.0,4,4806.252134,SI,-,
638,Polygon,15,90,BERBEO,BOYACA,15090,15090,Andina,1504,LENGUPA,Rural disperso,-,1664,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.500493,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,15090.0,Boyacá,TUNJA,2.618665,A3. Mayor que 2 y menor que 3 horas,63.679603,Boyacá,TUNJA,2.625804,A3. Mayor que 2 y menor que 3 horas,64.021024,Pequeña propiedad,3385.5248737600396,Pequeña propiedad,955.0,4,3922.756506,SI,-,
639,Polygon,15,92,BETEITIVA,BOYACA,15092,15092,Andina,1513,VALDERRAMA,Rural disperso,-,2047,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.635264,-,-,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,15092.0,Boyacá,SOGAMOSO,1.192144,A2. Mayor que 1 y menor que 2 horas,31.701934,Boyacá,TUNJA,2.622209,A3. Mayor que 2 y menor que 3 horas,100.217071,Pequeña propiedad,6672.7614065777325,Pequeña propiedad,3126.0,4,5783.972496,SI,-,
640,Polygon,15,97,BOAVITA,BOYACA,15097,15097,Andina,1507,NORTE,Rural,-,5368,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.748397,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,15097.0,Boyacá,DUITAMA,3.418231,A4. Mayor que 3 y menor que 4 horas,102.609964,Boyacá,TUNJA,4.612192,A5. Mayor que 4 y menor que 5 horas,157.819718,Pequeña propiedad,9299.95151175297,Pequeña propiedad,3722.0,4,6959.797675,SI,-,
641,Polygon,15,104,BOYACA,BOYACA,15104,15104,Andina,1505,MARQUEZ,Rural,-,5392,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.291761,-,-,Irradiado_Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,1,15104.0,Boyacá,TUNJA,0.536882,A1. Menos 1 hora,15.192388,Boyacá,TUNJA,0.54402,A1. Menos 1 hora,15.53381,Pequeña propiedad,4565.323811923608,Pequeña propiedad,5153.0,4,2720.0202,SI,-,
642,Polygon,15,106,BRICEÑO,BOYACA,15106,15106,Andina,1508,OCCIDENTE,Rural,-,2297,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.7855,-,-,Irradiado_Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,1,15106.0,Boyacá,CHIQUINQUIRÁ,1.191578,A2. Mayor que 1 y menor que 2 horas,32.940411,Boyacá,TUNJA,3.199226,A4. Mayor que 3 y menor que 4 horas,104.862655,Pequeña propiedad,5495.57408037089,Pequeña propiedad,1517.0,4,3899.418885,SI,-,
643,Polygon,15,109,BUENAVISTA,BOYACA,15109,15109,Andina,1508,OCCIDENTE,Rural,-,4626,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.659937,-,-,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,15109.0,Boyacá,CHIQUINQUIRÁ,0.806847,A1. Menos 1 hora,23.5664,Boyacá,TUNJA,2.814495,A3. Mayor que 2 y menor que 3 horas,95.488644,Pequeña propiedad,9021.995345816687,Pequeña propiedad,2775.0,4,7708.456923,SI,-,
644,Polygon,15,114,BUSBANZA,BOYACA,15114,15114,Andina,1512,TUNDAMA,Rural,-,1202,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.858065,-,-,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,15114.0,Boyacá,SOGAMOSO,0.831678,A1. Menos 1 hora,24.503658,Boyacá,TUNJA,2.029586,A3. Mayor que 2 y menor que 3 horas,79.658997,Pequeña propiedad,1964.0219826572552,Pequeña propiedad,741.0,4,1812.32335,SI,-,
645,Polygon,15,131,CALDAS,BOYACA,15131,15131,Andina,1508,OCCIDENTE,Rural disperso,-,3296,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.71306,-,-,Irradiado_Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,1,15131.0,Boyacá,CHIQUINQUIRÁ,0.349782,A1. Menos 1 hora,10.556854,Boyacá,TUNJA,2.357431,A3. Mayor que 2 y menor que 3 horas,82.479098,Pequeña propiedad,7404.38044997144,Pequeña propiedad,3012.0,3,7036.679054,SI,-,
