FID,Shape,DPTO_CCDGO,MPIO_CCDGO,MUNICIPIO,DEPARTAMENTO,PK,CODIGO_DANE,Region,CODIGO_PRO,PROVINCIA,RURALIDAD,Capital,Población,Área_No_Municipalizada,Instrumento,Categoria_Municipal,Nivel_Desempeño_Fiscal,PDET,ZOMAC,IRV,INFORMALIDAD,Año,Cod_precio,irradiado_rango_prec,rango_prec,irradiado,Codigo_D1,Isocrona_25k_DPTO,Isocrona_25K_MPIO,Isocrona_25K_TIEMPO,Isocrona_25K_HORA,Isocrona_25K_DIST,Isocrona_CAPIT_DPTO,Isocrona_CAPI_MPIO,Isocrona_CAPI_TIEMPO,Isocrona_CAPI_HORA,Isocrona_CAPI_DIST,Tamaño_Predial_Area,Tamaño_predial_AREA_HA,Tamaño_predial_numero,Tamaño_Predial_numero_(ha),GRUPO_UFH,AREA_UFH,Uso_agrope,Observacio,VCRT_valor_medio
311,Polygon,5,858,VEGACHI,ANTIOQUIA,5858,5858,Andina,503,NORDESTE,Rural,-,12453,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET, ZOMAC,Medio,0.664054,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5858.0,Antioquia,SEGOVIA,1.074719,A2. Mayor que 1 y menor que 2 horas,45.71026,Antioquia,MEDELLÍN,3.424208,A4. Mayor que 3 y menor que 4 horas,136.310678,Mediana propiedad,29726.45399140784,Pequeña propiedad,782.0,3,28095.624544,SI,-,
310,Polygon,5,861,VENECIA,ANTIOQUIA,5861,5861,Andina,507,SUROESTE,Intermedio,-,12208,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.475927,2024,5.1.1,Mayor que 120 - hasta 140,Mayor que 120 - hasta 140,0,5861.0,Antioquia,CALDAS,0.895853,A1. Menos 1 hora,31.542136,Antioquia,MEDELLÍN,1.371533,A2. Mayor que 1 y menor que 2 horas,54.748737,Pequeña propiedad,838.2112119408571,Pequeña propiedad,475.0,2,1398.133101,SI,-,
402,Polygon,5,873,VIGIA DEL FUERTE,ANTIOQUIA,5873,5873,Andina,508,URABA,Rural disperso,-,9681,-,1. EOT,SEIS,G2_MEDIO_ALTO,PDET Chocó, ZOMAC,Medio Alto,0.380282,-,-,Irradiado_Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,1,5873.0,Antioquia,CHIGORODÓ,11.788675, ,225.877287,,,0.0, ,0.0,,,,,3,15.540322,SI,-,
309,Polygon,5,885,YALI,ANTIOQUIA,5885,5885,Andina,503,NORDESTE,Rural,-,8026,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio,0.537915,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5885.0,Antioquia,SEGOVIA,1.51858,A2. Mayor que 1 y menor que 2 horas,61.771277,Antioquia,MEDELLÍN,3.010302,A4. Mayor que 3 y menor que 4 horas,121.098189,Mediana propiedad,21458.529754194766,Pequeña propiedad,501.0,3,19723.519063,SI,-,
308,Polygon,5,887,YARUMAL,ANTIOQUIA,5887,5887,Andina,504,NORTE,Intermedio,-,44102,-,2. PBOT,SEIS,G1_ALTO,No PDET, ZOMAC,Medio Alto,0.326816,-,-,Irradiado_Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,1,5887.0,Antioquia,YARUMAL,0.0,A1. Menos 1 hora,0.0,Antioquia,MEDELLÍN,2.810001,A3. Mayor que 2 y menor que 3 horas,114.008239,Mediana propiedad,50842.38387337098,Pequeña propiedad,2287.0,3,43638.154619,SI,-,
307,Polygon,5,890,YOLOMBO,ANTIOQUIA,5890,5890,Andina,503,NORDESTE,Rural disperso,-,23825,-,1. EOT,SEIS,G5_BAJO,No PDET, ZOMAC,Medio Bajo,0.461249,-,-,Irradiado_Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,1,5890.0,Antioquia,BARBOSA,1.211655,A2. Mayor que 1 y menor que 2 horas,53.601429,Antioquia,MEDELLÍN,2.297451,A3. Mayor que 2 y menor que 3 horas,92.148947,Mediana propiedad,45410.56162886534,Pequeña propiedad,3161.0,3,35274.94391,SI,-,
306,Polygon,5,893,YONDO,ANTIOQUIA,5893,5893,Andina,502,MAGDALENA MEDIO,Rural,-,20572,-,1. EOT,SEIS,G3_MEDIO,PDET Sur de Bolívar, ZOMAC,Medio,0.58103,-,-,Irradiado_Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,1,5893.0,Santander,BARRANCABERMEJA,0.560282,A1. Menos 1 hora,19.975231,Santander,BUCARAMANGA,3.912061,A4. Mayor que 3 y menor que 4 horas,130.776869,Mediana propiedad,98527.11604516179,Mediana propiedad,1492.0,2,105828.725066,SI,-,
305,Polygon,5,895,ZARAGOZA,ANTIOQUIA,5895,5895,Andina,501,BAJO CAUCA,Rural,-,25989,-,1. EOT,SEIS,G5_BAJO,PDET Bajo Cauca-Nordeste Antioqueño, ZOMAC,Medio Alto,0.772741,-,-,Irradiado_Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,1,5895.0,Antioquia,EL BAGRE,0.518772,A1. Menos 1 hora,19.83381,Córdoba,MONTERÍA,4.326552,A5. Mayor que 4 y menor que 5 horas,212.947345,Mediana propiedad,64377.887353200975,Mediana propiedad,988.0,3,79769.475214,SI,-,
463,Polygon,8,1,BARRANQUILLA,ATLANTICO,8001,8001,Caribe,802,NORTE,Ciudades y aglomeraciones,si,1323551,-,3. POT,ESPECIAL,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.237878,2024*,4.2.2,Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,0,8001.0,Atlántico,"BARRANQUILLA, DISTRITO ESPECIAL, INDUSTRIAL Y PORTUARIO",0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.0,A1. Menos 1 hora,0.0,Mediana propiedad,2147.080790023759,Pequeña propiedad,224.0,2,2405.712768,SI,-,
464,Polygon,8,78,BARANOA,ATLANTICO,8078,8078,Caribe,801,CENTRO ORIENTE,Ciudades y aglomeraciones,-,69143,-,2. PBOT,SEIS,,No PDET,NO ZOMAC,Bajo,0.471722,2024*,4.1.2,Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,0,8078.0,Atlántico,BARANOA,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.972606,A1. Menos 1 hora,36.58772,Pequeña propiedad,318.7276674802277,Pequeña propiedad,695.0,3,471.625103,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL,
465,Polygon,8,137,CAMPO DE LA CRUZ,ATLANTICO,8137,8137,Caribe,804,SUR,Intermedio,-,24850,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.749395,2024*,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,8137.0,Atlántico,PALMAR DE VARELA,0.903338,A1. Menos 1 hora,48.396046,Atlántico,BARRANQUILLA,1.7837,A2. Mayor que 1 y menor que 2 horas,82.992597,Mediana propiedad,123.4992458092971,Pequeña propiedad,27.0,1,176.945969,SI,AGROPECUARIO,
466,Polygon,8,141,CANDELARIA,ATLANTICO,8141,8141,Caribe,804,SUR,Intermedio,-,17595,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.659744,2024*,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,8141.0,Atlántico,SABANALARGA,0.787396,A1. Menos 1 hora,27.062237,Atlántico,BARRANQUILLA,1.742237,A2. Mayor que 1 y menor que 2 horas,78.412698,Mediana propiedad,5581.971432086045,Pequeña propiedad,361.0,2,4363.059813,SI,AGROPECUARIO,
467,Polygon,8,296,GALAPA,ATLANTICO,8296,8296,Caribe,802,NORTE,Ciudades y aglomeraciones,-,68011,-,2. PBOT,CINCO,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.607843,2024*,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,8296.0,Atlántico,GALAPA,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.684705,A1. Menos 1 hora,20.092388,Mediana propiedad,1825.080212630718,Pequeña propiedad,307.0,3,2053.636692,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL A BARRANQUILLA,
468,Polygon,8,372,JUAN DE ACOSTA,ATLANTICO,8372,8372,Caribe,803,OCCIDENTAL,Intermedio,-,23357,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.364345,2024*,3.3.2,Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,0,8372.0,Atlántico,BARANOA,0.566594,A1. Menos 1 hora,17.788225,Atlántico,BARRANQUILLA,1.418036,A2. Mayor que 1 y menor que 2 horas,51.258788,Mediana propiedad,706.9490900099507,Pequeña propiedad,25.0,2,672.173868,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL,
469,Polygon,8,421,LURUACO,ATLANTICO,8421,8421,Caribe,804,SUR,Intermedio,-,30955,-,2. PBOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.659491,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8421.0,Atlántico,SABANALARGA,0.693423,A1. Menos 1 hora,30.127922,Bolívar,CARTAGENA DE INDIAS,1.248457,A2. Mayor que 1 y menor que 2 horas,62.958283,Mediana propiedad,671.3176532472255,Mediana propiedad,22.0,1,670.569588,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL,
470,Polygon,8,433,MALAMBO,ATLANTICO,8433,8433,Caribe,802,NORTE,Ciudades y aglomeraciones,-,142728,-,3. POT,CUATRO,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.13078,2024*,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,8433.0,Atlántico,MALAMBO,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.756875,A1. Menos 1 hora,21.161017,Mediana propiedad,1253.647414415346,Pequeña propiedad,529.0,4,1230.606213,SI,AGROPECUARIO,
471,Polygon,8,436,MANATI,ATLANTICO,8436,8436,Caribe,804,SUR,Intermedio,-,21704,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Bajo,0.689655,2024*,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,8436.0,Atlántico,SABANALARGA,0.83447,A1. Menos 1 hora,24.817872,Atlántico,BARRANQUILLA,2.075681,A3. Mayor que 2 y menor que 3 horas,87.938182,Pequeña propiedad,6957.534811017554,Pequeña propiedad,1028.0,1,5936.812846,SI,AGROPECUARIO,
472,Polygon,8,520,PALMAR DE VARELA,ATLANTICO,8520,8520,Caribe,801,CENTRO ORIENTE,Ciudades y aglomeraciones,-,32082,-,2. PBOT,SEIS,,No PDET,NO ZOMAC,Bajo,0.705078,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8520.0,Atlántico,PALMAR DE VARELA,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.898796,A1. Menos 1 hora,34.796551,Mediana propiedad,49.63512423222809,Mediana propiedad,4.0,3,35.832827,SI,AGROPECUARIO,
473,Polygon,8,549,PIOJO,ATLANTICO,8549,8549,Caribe,803,OCCIDENTAL,Rural,-,7284,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.542497,2024*,3.3.2,Mayor que 50 - hasta 60,Mayor que 50 - hasta 60,0,8549.0,Atlántico,SABANALARGA,0.953719,A1. Menos 1 hora,33.856349,Bolívar,CARTAGENA DE INDIAS,1.722641,A2. Mayor que 1 y menor que 2 horas,78.284986,Mediana propiedad,1178.3362932771,Mediana propiedad,36.0,2,638.843692,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL,
474,Polygon,8,558,POLONUEVO,ATLANTICO,8558,8558,Caribe,801,CENTRO ORIENTE,Ciudades y aglomeraciones,-,20038,-,1. EOT,SEIS,,No PDET,NO ZOMAC,Bajo,0.163034,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8558.0,Atlántico,BARANOA,0.302503,A1. Menos 1 hora,9.63259,Atlántico,BARRANQUILLA,1.047172,A2. Mayor que 1 y menor que 2 horas,37.2664,Mediana propiedad,209.360344996744,Mediana propiedad,21.0,3,230.10083,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL,
475,Polygon,8,560,PONEDERA,ATLANTICO,8560,8560,Caribe,801,CENTRO ORIENTE,Ciudades y aglomeraciones,-,26463,-,1. EOT,SEIS,,No PDET,NO ZOMAC,Bajo,0.630862,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8560.0,Atlántico,PALMAR DE VARELA,0.271231,A1. Menos 1 hora,12.808326,Atlántico,BARRANQUILLA,1.151593,A2. Mayor que 1 y menor que 2 horas,47.404877,Mediana propiedad,33.99101682367522,Mediana propiedad,3.0,3,18.372211,SI,AGROPECUARIO,
476,Polygon,8,573,PUERTO COLOMBIA,ATLANTICO,8573,8573,Caribe,802,NORTE,Ciudades y aglomeraciones,-,54983,-,2. PBOT,CUATRO,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Bajo,0.508714,2024*,4.2.1,Mayor que 80 - hasta 100,Mayor que 80 - hasta 100,0,8573.0,Atlántico,PUERTO COLOMBIA,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.525907,A1. Menos 1 hora,9.001219,"Gran propiedad, latifundios",1231.070058451738,Pequeña propiedad,96.0,4,748.344783,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL,
477,Polygon,8,606,REPELON,ATLANTICO,8606,8606,Caribe,804,SUR,Intermedio,-,28780,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.671861,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8606.0,Atlántico,SABANALARGA,1.272339,A2. Mayor que 1 y menor que 2 horas,46.596046,Bolívar,CARTAGENA DE INDIAS,1.642872,A2. Mayor que 1 y menor que 2 horas,57.015642,Pequeña propiedad,1991.049405559581,Pequeña propiedad,338.0,1,3709.665565,SI,AGROPECUARIO CON RIEGO,
478,Polygon,8,634,SABANAGRANDE,ATLANTICO,8634,8634,Caribe,801,CENTRO ORIENTE,Ciudades y aglomeraciones,-,36003,-,2. PBOT,SEIS, ,No PDET,NO ZOMAC,Bajo,0.590112,2024*,4.1.1,Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,0,8634.0,Atlántico,SABANAGRANDE,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.785753,A1. Menos 1 hora,28.399495,Mediana propiedad,559.8183603729971,Pequeña propiedad,243.0,2,536.519633,SI,AGROPECUARIO,
479,Polygon,8,638,SABANALARGA,ATLANTICO,8638,8638,Caribe,801,CENTRO ORIENTE,Ciudades y aglomeraciones,-,103394,-,3. POT,SEIS,,No PDET,NO ZOMAC,Bajo,0.569047,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8638.0,Atlántico,SABANALARGA,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,1.346555,A2. Mayor que 1 y menor que 2 horas,57.635743,Mediana propiedad,84.68831061625565,Mediana propiedad,4.0,3,99.155133,SI,AGROPECUARIO,
480,Polygon,8,675,SANTA LUCIA,ATLANTICO,8675,8675,Caribe,804,SUR,Intermedio,-,17782,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.554795,2024*,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,8675.0,Atlántico,PALMAR DE VARELA,1.284172,A2. Mayor que 1 y menor que 2 horas,61.160007,Atlántico,BARRANQUILLA,2.164534,A3. Mayor que 2 y menor que 3 horas,95.756558,Pequeña propiedad,275.7067277384537,Pequeña propiedad,72.0,1,347.607218,SI,AGROPECUARIO,
481,Polygon,8,685,SANTO TOMAS,ATLANTICO,8685,8685,Caribe,801,CENTRO ORIENTE,Ciudades y aglomeraciones,-,33058,-,2. PBOT,SEIS,,No PDET,NO ZOMAC,Bajo,0.602941,2024*,4.1.1,Mayor que 60 - hasta 70,Mayor que 60 - hasta 70,0,8685.0,Atlántico,SANTO TOMÁS,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.916111,A1. Menos 1 hora,33.072287,Mediana propiedad,653.3582982664714,Pequeña propiedad,86.0,3,402.511452,SI,AGROPECUARIO,
482,Polygon,8,758,SOLEDAD,ATLANTICO,8758,8758,Caribe,802,NORTE,Ciudades y aglomeraciones,-,676014,-,3. POT,DOS,,No PDET,NO ZOMAC,Medio Bajo,0.627431,2024*,4.2.2,Mayor que 100 - hasta 120,Mayor que 100 - hasta 120,0,8758.0,Atlántico,SOLEDAD,0.0,A1. Menos 1 hora,0.0,Atlántico,BARRANQUILLA,0.740388,A1. Menos 1 hora,14.388225,Mediana propiedad,275.2038864091046,Pequeña propiedad,786.0,4,482.128341,SI,AGROPECUARIO,
483,Polygon,8,770,SUAN,ATLANTICO,8770,8770,Caribe,804,SUR,Intermedio,-,13085,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.877976,2024*,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,8770.0,Atlántico,PALMAR DE VARELA,0.94506,A1. Menos 1 hora,52.317366,Atlántico,BARRANQUILLA,1.825422,A2. Mayor que 1 y menor que 2 horas,86.913918,Pequeña propiedad,701.5407574631672,Pequeña propiedad,124.0,1,870.766438,SI,AGROPECUARIO CON DISTRITO DE RIEGO,
484,Polygon,8,832,TUBARA,ATLANTICO,8832,8832,Caribe,803,OCCIDENTAL,Ciudades y aglomeraciones,-,19132,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.50033,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8832.0,Atlántico,BARANOA,0.613698,A1. Menos 1 hora,14.212489,Atlántico,BARRANQUILLA,1.140023,A2. Mayor que 1 y menor que 2 horas,33.436248,Mediana propiedad,5098.17347647651,Pequeña propiedad,2625.0,2,3906.561676,SI,AGROPECUARIO,
485,Polygon,8,849,USIACURI,ATLANTICO,8849,8849,Caribe,803,OCCIDENTAL,Ciudades y aglomeraciones,-,13573,-,1. EOT,SEIS,G5_BAJO,No PDET,NO ZOMAC,Bajo,0.38041,2024*,3.3.1,Mayor que 40 - hasta 50,Mayor que 40 - hasta 50,0,8849.0,Atlántico,BARANOA,0.356046,A1. Menos 1 hora,10.574012,Atlántico,BARRANQUILLA,1.2786,A2. Mayor que 1 y menor que 2 horas,46.961732,Mediana propiedad,1059.189582730593,Pequeña propiedad,54.0,3,1088.483469,SI,AGROPECUARIO - INFLUENCIA VIA PRINCIPAL,
904,Polygon,11,1,BOGOTA,BOGOTA,11001,11001,BOGOTÁ D.C.,1101,BOGOTA,Ciudades y aglomeraciones,si,7907281,-,3. POT,ESPECIAL,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.20206,-,-,Irradiado_Mayor que 1000,Mayor que 1000,1,11001.0,Cundinamarca,"BOGOTÁ, DISTRITO CAPITAL",0.0,A1. Menos 1 hora,0.0,Cundinamarca,BOGOTÁ,0.0,A1. Menos 1 hora,0.0,Pequeña propiedad,17844.614899183005,Pequeña propiedad,5577.0,3,18149.275656,SI,-,
486,Polygon,13,1,CARTAGENA,BOLIVAR,13001,13001,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,si,1052015,-,3. POT,ESPECIAL,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.526549,2023,4.1.2,Mayor que 70 - hasta 80,Mayor que 70 - hasta 80,0,13001.0,Bolívar,"CARTAGENA DE INDIAS, DISTRITO TURÍSTICO Y CULTURAL",0.0,A1. Menos 1 hora,0.0,Bolívar,CARTAGENA DE INDIAS,0.0,A1. Menos 1 hora,0.0,Mediana propiedad,3189.635371892423,Pequeña propiedad,131.0,3,3065.48625,SI,Agropecuario,
487,Polygon,13,6,ACHI,BOLIVAR,13006,13006,Caribe,1305,MOJANA BOLIVARENSE,Rural disperso,-,26995,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.854938,2023,3.1.1,Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,0,13006.0,Sucre,SAN MARCOS,2.513155,A3. Mayor que 2 y menor que 3 horas,99.012908,Córdoba,MONTERÍA,5.325141,A6. Mayor que 5 y menor que 6 horas,224.758405,"Gran propiedad, latifundios",10761.2692275387,Pequeña propiedad,603.0,3,19034.825645,SI,Agropecuario,
488,Polygon,13,30,ALTOS DEL ROSARIO,BOLIVAR,13030,13030,Caribe,1303,LOBA,Rural,-,12060,-,1. EOT,SEIS,G2_MEDIO_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.803571,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13030.0,Magdalena,EL BANCO,1.792552,A2. Mayor que 1 y menor que 2 horas,58.16417,Sucre,SINCELEJO,5.443206,A6. Mayor que 5 y menor que 6 horas,249.878716,Mediana propiedad,2528.788550638115,Pequeña propiedad,207.0,1,2832.269204,SI,Agropecuario,
489,Polygon,13,42,ARENAL,BOLIVAR,13042,13042,Caribe,1304,MAGDALENA MEDIO BOLIVARENSE,Rural disperso,-,7937,-,1. EOT,SEIS,G3_MEDIO,PDET Sur de Bolívar, ZOMAC,Medio,0.598214,2023,3.1.1,Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,0,13042.0,Cesar,AGUACHICA,2.702906,A3. Mayor que 2 y menor que 3 horas,101.213918,Sucre,SINCELEJO,6.69874,A7. Mayor que 6 y menor que 7 horas,298.178925,Mediana propiedad,511.1807136155779,Pequeña propiedad,41.0,3,645.763874,SI,-,
490,Polygon,13,52,ARJONA,BOLIVAR,13052,13052,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,-,75429,-,2. PBOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Medio Bajo,0.24514,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,13052.0,Bolívar,ARJONA,0.0,A1. Menos 1 hora,0.0,Bolívar,CARTAGENA DE INDIAS,0.630289,A1. Menos 1 hora,26.343355,Mediana propiedad,12629.42863361565,Pequeña propiedad,481.0,2,11402.597976,SI,Agropecuario,
491,Polygon,13,62,ARROYOHONDO,BOLIVAR,13062,13062,Caribe,1302,DIQUE BOLIVARENSE,Intermedio,-,8762,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Bajo,0.718213,2023,3.1.1,Mayor que 10 - hasta 15,Mayor que 10 - hasta 15,0,13062.0,Bolívar,SAN JUAN NEPOMUCENO,1.331868,A2. Mayor que 1 y menor que 2 horas,48.483052,Bolívar,CARTAGENA DE INDIAS,1.831949,A2. Mayor que 1 y menor que 2 horas,82.029351,Mediana propiedad,2997.420412143393,Pequeña propiedad,119.0,1,2270.808255,SI,Agropecuario,
492,Polygon,13,74,BARRANCO DE LOBA,BOLIVAR,13074,13074,Caribe,1303,LOBA,Rural,-,16181,-,1. EOT,SEIS,G1_ALTO,No PDET,NO ZOMAC,Medio Bajo,0.761607,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13074.0,Magdalena,EL BANCO,1.038936,A2. Mayor que 1 y menor que 2 horas,30.319091,Sucre,SINCELEJO,4.689589,A5. Mayor que 4 y menor que 5 horas,222.033636,Mediana propiedad,5120.186523339061,Pequeña propiedad,334.0,2,3929.700351,SI,Agropecuario,
493,Polygon,13,140,CALAMAR,BOLIVAR,13140,13140,Caribe,1302,DIQUE BOLIVARENSE,Intermedio,-,24575,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.88102,2023,3.1.2,Mayor que 15 - hasta 20,Mayor que 15 - hasta 20,0,13140.0,Bolívar,SAN JUAN NEPOMUCENO,1.211821,A2. Mayor que 1 y menor que 2 horas,44.678889,Bolívar,CARTAGENA DE INDIAS,1.967816,A2. Mayor que 1 y menor que 2 horas,102.501133,"Gran propiedad, latifundios",1503.751142110525,Mediana propiedad,47.0,1,1036.271734,SI,Agropecuario,
494,Polygon,13,160,CANTAGALLO,BOLIVAR,13160,13160,Caribe,1304,MAGDALENA MEDIO BOLIVARENSE,Rural,-,9019,-,1. EOT,SEIS,G5_BAJO,PDET Sur de Bolívar, ZOMAC,Medio Alto,0.836735,2023,2.2.1,Mayor que 5 - hasta 8,Mayor que 5 - hasta 8,0,13160.0,Santander,BARRANCABERMEJA,2.654344,A3. Mayor que 2 y menor que 3 horas,83.922244,Santander,BUCARAMANGA,5.077745,A6. Mayor que 5 y menor que 6 horas,171.464589,Mediana propiedad,6136.312184955263,Pequeña propiedad,182.0,3,6812.912634,SI,Agropecuario,
495,Polygon,13,188,CICUCO,BOLIVAR,13188,13188,Caribe,1301,DEPRESION MOMPOSINA,Intermedio,-,14652,-,1. EOT,SEIS,G4_MEDIO_BAJO,No PDET,NO ZOMAC,Bajo,0.541353,2023,2.2.2,Mayor que 8 - hasta 10,Mayor que 8 - hasta 10,0,13188.0,Bolívar,MAGANGUÉ,0.486638,A1. Menos 1 hora,24.886501,Sucre,SINCELEJO,2.460819,A3. Mayor que 2 y menor que 3 horas,116.763874,"Gran propiedad, latifundios",44.37664230770145,Pequeña propiedad,17.0,3,504.283911,SI,Agropecuario,
496,Polygon,13,212,CORDOBA,BOLIVAR,13212,13212,Caribe,1306,MONTES DE MARIA,Rural disperso,-,17408,-,1. EOT,SEIS,G4_MEDIO_BAJO,PDET Montes de María, ZOMAC,Medio Bajo,0.667411,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,13212.0,Magdalena,PLATO,0.906675,A1. Menos 1 hora,33.360512,Sucre,SINCELEJO,2.739741,A3. Mayor que 2 y menor que 3 horas,122.288138,Mediana propiedad,229.6701197219597,Mediana propiedad,15.0,2,248.244159,SI,Agropecuario,
497,Polygon,13,222,CLEMENCIA,BOLIVAR,13222,13222,Caribe,1302,DIQUE BOLIVARENSE,Ciudades y aglomeraciones,-,16081,-,1. EOT,SEIS,G3_MEDIO,No PDET,NO ZOMAC,Medio Bajo,0.339623,2023,3.2.2,Mayor que 30 - hasta 40,Mayor que 30 - hasta 40,0,13222.0,Bolívar,TURBACO,0.761564,A1. Menos 1 hora,37.357569,Bolívar,CARTAGENA DE INDIAS,0.77975,A1. Menos 1 hora,37.240411,Mediana propiedad,429.9965946256258,Pequeña propiedad,69.0,2,275.299601,SI,Agropecuario,
498,Polygon,13,244,EL CARMEN DE BOLIVAR,BOLIVAR,13244,13244,Caribe,1306,MONTES DE MARIA,Intermedio,-,75923,-,2. PBOT,SEIS,G3_MEDIO,PDET Montes de María, ZOMAC,Medio,0.634084,2023,3.2.1,Mayor que 20 - hasta 30,Mayor que 20 - hasta 30,0,13244.0,Bolívar,EL CARMEN DE BOLÍVAR,0.0,A1. Menos 1 hora,0.0,Sucre,SINCELEJO,1.664822,A2. Mayor que 1 y menor que 2 horas,72.70925,Mediana propiedad,3332.503048499089,Pequeña propiedad,354.0,2,5006.574337,SI,Agropecuario,
